# file...... house_power.csv
# date...... Thu Nov 15 15:18:02 2018
# user...... arnav
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 200
# limit..... 0
# property.. timestamp,avg(measured_real_power)
2005-11-01 00:00:00 PST,+4075.37
2005-11-01 00:03:20 PST,+4095.84
2005-11-01 00:06:40 PST,+4719.12
2005-11-01 00:10:00 PST,+5393.73
2005-11-01 00:13:20 PST,+4241.39
2005-11-01 00:16:40 PST,+1505.02
2005-11-01 00:20:00 PST,+3747.96
2005-11-01 00:23:20 PST,+3747.96
2005-11-01 00:26:40 PST,+1401.02
2005-11-01 00:30:00 PST,+1271.01
2005-11-01 00:33:20 PST,+1591.22
2005-11-01 00:36:40 PST,+791.252
2005-11-01 00:40:00 PST,+1091.26
2005-11-01 00:43:20 PST,+1111.48
2005-11-01 00:46:40 PST,+896.253
2005-11-01 00:50:00 PST,+896.253
2005-11-01 00:53:20 PST,+1376.01
2005-11-01 00:56:40 PST,+4604.35
2005-11-01 01:00:00 PST,+1712.22
2005-11-01 01:03:20 PST,+896.253
2005-11-01 01:06:40 PST,+4127.47
2005-11-01 01:10:00 PST,+1216.48
2005-11-01 01:13:20 PST,+896.253
2005-11-01 01:16:40 PST,+4130.31
2005-11-01 01:20:00 PST,+1696.22
2005-11-01 01:23:20 PST,+896.253
2005-11-01 01:26:40 PST,+3266.97
2005-11-01 01:30:00 PST,+3547.03
2005-11-01 01:33:20 PST,+6464.58
2005-11-01 01:36:40 PST,+3226.99
2005-11-01 01:40:00 PST,+3547.03
2005-11-01 01:43:20 PST,+4545.69
2005-11-01 01:46:40 PST,+1304.01
2005-11-01 01:50:00 PST,+1624.22
2005-11-01 01:53:20 PST,+4068.8
2005-11-01 01:56:40 PST,+824.253
2005-11-01 02:00:00 PST,+2531.14
2005-11-01 02:03:20 PST,+2531.14
2005-11-01 02:06:40 PST,+2211.03
2005-11-01 02:10:00 PST,+2211.03
2005-11-01 02:13:20 PST,+2531.14
2005-11-01 02:16:40 PST,+1144.48
2005-11-01 02:20:00 PST,+2211.03
2005-11-01 02:23:20 PST,+2211.03
2005-11-01 02:26:40 PST,+2418.17
2005-11-01 02:30:00 PST,+1021.48
2005-11-01 02:33:20 PST,+701.252
2005-11-01 02:36:40 PST,+3957.96
2005-11-01 02:40:00 PST,+1021.48
2005-11-01 02:43:20 PST,+701.252
2005-11-01 02:46:40 PST,+3960.79
2005-11-01 02:50:00 PST,+1021.48
2005-11-01 02:53:20 PST,+701.252
2005-11-01 02:56:40 PST,+3963.61
2005-11-01 03:00:00 PST,+1021.48
2005-11-01 03:03:20 PST,+701.252
2005-11-01 03:06:40 PST,+3966.43
2005-11-01 03:10:00 PST,+1021.48
2005-11-01 03:13:20 PST,+806.252
2005-11-01 03:16:40 PST,+4074.23
2005-11-01 03:20:00 PST,+1126.48
2005-11-01 03:23:20 PST,+806.252
2005-11-01 03:26:40 PST,+4069.05
2005-11-01 03:30:00 PST,+1108.48
2005-11-01 03:33:20 PST,+788.252
2005-11-01 03:36:40 PST,+4061.86
2005-11-01 03:40:00 PST,+1108.48
